review,sentiment
"Little did I know that when I signed up the the ""all pay channel"" package with Direct TV that I would face a movie like this. It came on right after another movie we had been watching... and I was a teenager in 1981 so am not sure where I was at the time... but I missed this movie.<br /><br />I also can't believe we left it on. It is kind-of funny as it takes you back in the time machine to the early 80s... but I think even then this would have been a painful movie. It was just... well... ""too cute""! ET was ""cute"" in a way... but not obnoxiously cute... and stupid.<br /><br />When I see a movie like this... I come on onto IMDb to see what others say. I am blown away that this thing was nominated! Wow... the movie industry has come a long way since the 80s! Oh well... it did show some old actors... btw that is the other thing I was surprised about... the lineup... not a bunch of no-names... but some real actors/actresses. Must have been in their drug days! Anyways... odd, interesting, bizarre, and makes one happy they grew up!",negative
"You will be able to tell within the first 30 seconds of this film whether you want to finish watching it. The film opens with images of planes landing at an airport, one plane after another diving into a mirage-filled runway. You will be able to accurately guess that this movie is not about a ""story."" At first viewing, it's even easy to think the opening images are repetitive shots of the same plane. The initial drama is in the acuteness of your perception, which is built on your willingness to experience the film simply as a series of images. If after this opening, you want to see the movie, you will not be bored. You may even be mesmerized. The movie may be an emotional experience; it may be an intellectual experience; it may be both. Judging from the DVD commentary, which is essential, it was primarily an emotional experience for Herzog, and, at one point, he talks explicitly about how the film is a collaboration between filmmaker and viewer. There's plenty of room for the viewer to make of this film exactly what he or she wants to make of it. Take a gamble?",positive
"For anyone who has ever sought happiness, ""Half Empty"" is a must-see. This original cross- cultural musical comedy has hilarious numbers, which make ""The Producers"" seem boringly staid. Writer Bob Patterson puts his soul into sharing his thoughts on life, wisdom and happiness, even scribbling inspirational comments on index cards as his girlfriend spills her heart out, ending their relationship. When his book on happiness, ""North Star"" finds zero success in the States, his publishers send him to Germany for a book signing tour. While explaining their decision to Bob, the boardroom erupts into a rousing song which would make Monty Python proud. From his arrival in Hamburg, Bob's complete ignorance of the German language leaves him at a distinct disadvantage. However, he soldiers on, impervious of his hosts true feelings towards him, until a wildly devoted fan arrives and changes everyone's reaction toward him.<br /><br />The original songs propel the film, often describing the subtext of the story in side-splitting precision. The cast, led by Robert Peters, exhibit an immaculately dry sense of humor and inhabit their characters as if they were not acting. See it for: A case study of how good intentions are totally irrelevant; How merciless Americans abroad are viewed; How little reason it takes to burst into song, and, above all, For a silly, entertaining, unconventional laugh.",positive
"I gave this film 10 not because it is a superbly consistent movie, but for it's pure ability to evoke emotions in its audience. The story of one-woman's-struggle-against-all-odds is an old cliché by now, but very few films have carried it off with so much warmth and sincerity as The Color Purple.<br /><br />It also showed a different side to the African-American experience - showing that after slaves were granted freedom many fell into the ways of the hated 'white man' and were abusive of their own people. I find this an important point as it goes against the portray-white-on-black-violence-and-win-an-Oscar trend.<br /><br />Also the acting performances are superb - especially Oprah who I now have a new found respect for.<br /><br />Well worth watching - but keep some tissue handy.",positive
"I've only seen most of the series since I leave the TV on as background noise in my dorm.<br /><br />I've been a fan of Mencia but this show really doesn't do much for me. Occasionally he'll say or do something to pull a chuckle out, but he has this aura of smugness that completely ruins it.<br /><br />I've always thought he was funny because of his raging angry-man routine that's not terribly prevalent in this TV series. Instead, he's just smug. I guess that just reflects how funny his comedy is: stale and uninteresting when he isn't in the proper mode of delivery. I've seen him get into it sometimes on his show, but for the most part, he just sits there smiling and looking smug, and it doesn't suit him well.<br /><br />Just my opinion though.",negative
"This show is so full of action, and everything needed to make an awsome show.. but best of all... it actually has a plot (unlike some of those new reality shows...). It is about a transgenic girl who escapes from her military holding base.. I totally suggest bying the DVDs, i've already preordered them... i suggest you do to...",positive
"I had high hopes for it when I heard that it was being made back in 2001 because I read ""The Devil and Daniel Webster"" when I was a kid and I found it very interesting. They made some changes to the story that don't make much sense to me. Daniel Webster in the story was a famous lawyer from New Hampshire in the story. In the movie he is an editor. A lawyer makes more sense since he ends up representing Jabez Stone against the devil him/herself (he was a man in the story, but was a woman in the movie) in a trial where both of their souls are on the line. As an editor, it doesn't seem likely that Daniel Webster would have the skill to do this.<br /><br />The acting was decent by all except for Alec Baldwin and Dan Aykroyd. These are two actors that I like, they just did an awful job in this movie. It was as though they thought they were acting in a comedy, but the movie was more a serious one than a comedy. This might be partly due to the fact that the movie was filmed with a particular vision in mind, and was then re-edited by somebody else. Given this fact, it's surprising that it was at all coherent. I was surprised to see a fair amount of SNL cast members in the movie, which further leads me to believe it may have originally been filmed with the intention of it being more of a comedy.<br /><br />All in all I would have to say it wasn't completely awful, but it wasn't much good. If I could get the hour and a half back and do something else with it, I would. The ending was especially disappointing. As in the original story, Daniel Webster defeats the devil in the trial. Jabez then starts out again at the beginning of the movie...literally, we are just brought back to the first scene with Jabez, and then the movie abruptly ends. It actually looked as though they just replayed Jabez' first scene over and called it the end. There is no indication that Jabez has the benefit of any of the knowledge or experience he gained, so who is to say he didn't just repeat his mistakes over again, and perhaps over and over in an endless loop? It was an extremely disappointing end and did not make a lot of sense. The decent cast, and the acting of everyone except for Baldwin and Aykroyd are the only things that keep this from being a complete and total crap sandwich.",negative
"To this day, there isn't a movie I've seen more times than The Chipmunk Adventure, nor has any movie brought me more happiness. This is by no means the greatest film or even the greatest animated film, but to an 8 year old girl in 1988 it was the coolest, funniest, most exciting film ever! I'm still equally as impressed today with the musical numbers, each one a standout song with wonderfully dramatic lyrics in the epic tradition of 80's pop (think Pat Benetar on helium, only catchier). <br /><br />Controversy has stirred over the blatantly suggestive tone of the Chipette's song ""Gettin' Lucky With You"", which to me seemed much more innocent at the time. However, looking at it as a rational adult, I can totally understand the concern; you've got three young girls in skimpy harem outfits passionately proclaiming ""getting lucky is what it's all about"". The Chipettes' were definitely sexualized tenfold for this movie.<br /><br />But this controversial issue doesn't even come close to overshadowing the Chipmunks' otherwise fabulous feature length animated adventure, I encourage parents and childless adults alike to check out this movie. Especially if you were a child of the eighties/early nineties like me. :-)",positive
"Most war films made in the US during WWII were great fun to watch but suffered from severe gaps in realism because they were being produced more for propaganda value to raise the spirits at home than anything else. I am not knocking these films as many of them are still very watchable. However, because they so often lack realism they are prevented from being truly great films. A perfect example was the John Garfield film Air Force--in which a B-17 nearly single-handedly takes out half the Japanese air force! However, Pride Of The Marines is a welcome departure--scoring high marks for portraying a true story in a reasonably accurate manner. When I first saw this film, I thought it was NOT a true story as it seemed way too improbable to be true. However, after researching further I found that it was in fact rather true to the amazing story of two men who did so much to earn the Medal of Honor. This is one case where real life seemed too incredible to be true!",positive
"Cates is insipid and unconvincing, Kline over-acts as always, as does Lithgow while butchering an English accent (at least, I assume that's what he's attempting), and the tone staggers uneasily between farcical and maudlin. As with most pet projects showcasing a celebrity couple, it's a relief when this shoddy piece grinds to it's forced and jarring conclusion.",negative
"Movies like these are to the originals what Album Oriented Rock stations are to what music used to be like - repetitive, boring, and drained of all the original energy by a committee of corporate drones. I AM glad that Aragorn wasn't typecast as an expectant psycho by this P.O.S. Go back and watch the 1971 version, count the things that would NEVER be included in a modern version, and thank whatever deity you worship that someone somewhere in the distant past had the balls to write and shoot an original concept movie that wasn't based on someone else's ideas, and wasn't passed through a corporate board before it saw the light of day.",negative
"I saw this film at its premier at Sundance 09.<br /><br />Since American Beauty is a movie that had something to say, I had hopes for Towelhead. Unfortunately, it was a disappointment. In fact, of countless movies I've seen in almost a dozen Sundance festivals, Towelhead is the only Sundance movie I've ever wanted to walk out early from.<br /><br />The worst problem with Towelhead is that it so obviously originates with a collection of ""provocative"" concepts concerning cultural stereotypes, rather than with an organic human drama. The screenplay derives from the novel of the same name by Alicia Erian. The famous Edith Wharton quote comes to mind: I have never known a novel that was good enough to be good in spite of its being adapted to the author's political views. That observation is especially devastating for Towelhead because its political views are so stale and simplistic. If there ever was a time when Towelhead's white male villains, condescending portrayals of blacks, ironic treatments of foreign cultures, etc., were fresh, it's long past.<br /><br />For a more detailed review, please look up any of the many professional reviews available online. Almost all rate this movie poorly and expose the shallow and manipulative tissue it is based on.<br /><br />On the other hand, the amateur reviewers seem more easily bamboozled. As you read through the reviews in this and similar sites, you'll frequently come across superlatives: ""stunning,"" ""breathtaking,"" ""profound,"" ""shocking,"" ... It embarrasses me to read them, but it does not surprise me. Indeed, I've encountered many people who seem to regard any book or movie dealing with racial, cultural, gender, or sexual issues as deeply moving, thought provoking, full of profound insight. If you are such a person, by all means, rent Towelhead and be moved by it. On the other hand, if you set your standards higher, you can safely pass on this one.",negative
"argh! this film hurts my head. and not in a good way.<br /><br />maybe it's just my growing hatred for the action genre, but even as a kid when i would swallow tripe like Navy Seals, i still regarded this film with dislike. now i utterly despise it.<br /><br />take one fairly good fast-paced story. keep the title and throw the rest away. instead use some half-assesd future gladiators storyline thats so full of plot holes the whole things in danger of collapsing (why is there a rebel base in the middle of the arena, what about the cameras? why have clearly marked footage of what really happened at bakersfeild in an unguarded room?)<br /><br />the whole film screams eighties, from the truley awful score to the goofy shiny costumes. ugh.<br /><br />don't watch this film. i know some people liked it, but some people get off on being peed on and i don't understand them either.",negative
What an empty and lack lustre rendition of the classic novel. I do wish people would stop messing about with classics when they clearly have no idea of the real intention or point of the original. This version is no different. I felt that the Ralph Fiennes version is much worse though as the casting of Juliette brioche as Kathy has got to be the worst casting decision EVER...anyway back to this version. It aims to make the story relevant to a contemporary setting and in a musical style. It succeeds in both but high art it is nit. Throwaway viewing for a rainy day maybe...The direction was average and the editing abysmal. Worse than the old Quincy. Deepak Verma does a great turn as Hindley and is in fact one of Britains wasted talents. The part of Heath was played with great charm and belief and I think that the casting is the strongest point of this project. Although a more talented director would have made better use of the facilities he had. Its clear that he was a director for hire and didn't instill the project with the passion that it deserved.,negative
"I saw this at a screening last night too. I was totally blown away at how much better this movie was than what I expected. Not many movies can combine dark comedy and current event drama and not have it fall apart in the conclusion.<br /><br />I won't bother rehashing the plot too much because I think the less you know about this movie going into it makes it that much better. But I will say that Adam Sandler's performance was really refreshing and real. He was funny, and much funnier than most of his most recent comedies. Don Cheadle was believable as always.<br /><br />This movie isn't funny like Borat or Billy Madison but it has a good pace about it. I'd say 90% of the audience laughed for most of the film. Midway through the movie slows down to address the drama end of things and does a really nice job of tying it all together.<br /><br />I also thought it was really cool how instead of playing up the whole black friend/white friend thing they chose to just ignore it and focus on the relationships themselves.",positive
"The only thing I knew about this film prior to seeing it was Robby The Robot. My preconception was that it was another in a long line of cheesy sci-fi flicks that the 1950's was noted for. How wrong I was. Big studio, big budget and big production values make this a strong contender, at least visually, for the best sci-fi film coming out of the era. I qualify with the word visually, because ""War Of The Worlds"" is a lot darker and scarier than ""Forbidden Planet"", and probably fits the mold better as a foray into alien territory.<br /><br />What impressed me immediately was the color rendition of the cinematography, followed by the intricacy and scope of detail involved in Dr. Morbius' (Walter Pidgeon) home and laboratory. But that was only the prelude to the icing on the cake, the labyrinthine underground that served as the Krell stronghold. It appeared that Krell technology was even more advanced than say, that of ""Star Wars"". Which made me consider, audiences for this movie back when it was released probably sat in the same kind of awe that theater goers experienced in 1977 with SW, or in 1986 with ""Aliens"". Watching it on a large screen TV in my living room offered me the same effect, and I'm fairly resistant to hyperbole.<br /><br />It's not too much of a stretch to imagine ""Forbidden Planet"" as a direct antecedent of the 'Star Trek' TV series; Gene Roddenberry himself stated that the movie had a great impact on his vision for the show. Followers of that short lived series will readily recognize plot elements used here that turned up in 'Star Trek'. I had to do a double take when the men of United Planets Cruiser C57-V headed for a transporter room, while the conundrum presented to Robby that created an impossibility to respond was an element used at least two or three times in the ST series.<br /><br />Where the movie definitely took a cerebral turn had to do with the whole idea of 'monsters from the Id'. That Morbius himself was using his subconscious mind to defend Altaire IV was certainly a unique concept for 1956, when every other sci-fi flick of the time was dealing with Martians or other grotesque space creatures. The film worked it's subtle magic on this viewer by helping me understand that Morbius was the protector of Altaire IV some time before Commander Adams (Leslie Nielsen) explained it.<br /><br />You know, looking at the calendar, the year 2200 isn't that far off. This movie may be the one that actually gets it right relative to exploring and living on other planets. I think though, that they'll have to come up with a sleeker looking version of Robby.",positive
"There have been very few great comedy films in the history of Hindi Cinema. Andaz Apna Apna happens to be one of them. The film is based on a very simple story of two poor young men (Aamir and Salman) who dream of becoming rich by marrying a millionaire's daughter (Raveena). Aamir and Salman Khan try their best to outwit each other and woo Raveena. The plot thickens when Paresh Rawal & Co. plan to take over all the wealth. The movie is well paced and very funny. Rarely does one come across a Hindi comedy which is both funny and intelligent. This is one of the few films with Aamir and Salman together (probably the only film!). Unfortunately it did not succeed at the box-office, and we might never see a film of this calibre again. Aamir Khan is brilliant in the film and has proved his versatility as an actor in this film. Salman Khan gives a very good performance as a dim-wit. Raveena plays a convincing role as a confused rich girl, and Karishma who is Raveena's assistant/friend is also funny. Paresh Rawal, Junior Ajith, Shakti Kapoor, Deven Verma, Jagdeep and Tiku Talsania just add to the flavour of the film! All in all, the best Hindi comedy ever made and I wish they make more quality films like this one. You will want to watch this film time and again.<br /><br />P.S - For those of you who have watched this film, I also suggest Gol Maal, Chupke Chupke, Chhoti Si Baat, Naram Garam, Hera Pheri (old and new), etc.",positive
"The original story and funny compelling characters went over well for a teen girls slumber party movie (2 times now). I loved it, it was fun and moved quickly, no boring drawn out scenes. It is violent and has a little language (though most of it is covered up). Its a great movie. David Strickland was a terrific actor. Ron Eldard gave a wonderful performance. I watch it with the girls every time.",positive
"As a popular sport, surfing was liked by many people. Just after watched the documentary, I realized how dangerous it could be. In fact the surfers also scared of big waves. Even somebody got killed by it. But they still kept on surfing and enjoyed themselves. Only brave people can do it.<br /><br />According to what the surfers said, we can clearly knew what they felt when the big wave came at them. You have to adjust to your best and avoid direct strike from the big wave. When you win it, that will obviously bring you huge satisfaction.<br /><br />The amazing cinematography cannot be overlooked. That is absolutely visual enjoyment.<br /><br />An excellent sports documentary. 8/10",positive
"This overheated southern Gothic ""mellerdramer"" has a few decent moments --but is too often spoiled by a novice director piling cliché upon cliché, and a star who apparently decided to take it upon himself to turn the picture into his personal showcase, rather than allowing writer/director Gabel to update Inge or Williams as a sort of contemporary ""Midnight Cowboy"" meets ""Lolita"" tearjerker.<br /><br />Close your eyes, listen to the exaggerated southern accents, and try to decide if you're witnessing a feature film, or an acting class -- full of eager amateurs. <br /><br />Johansson is for once tolerable (i.e. less pouty than usual) -- though by no means good, Macht is decent, though a little too pretty-boy cute to be believed, and Travolta chews the scenery as never before (with the help of a decent editor and some directorial restraint, his performance might have been really touching; as it is, he -- and almost everyone else -- is too unlikable to ever move us past the point of boredom or revulsion). Kara Unger is perhaps best of all; had her role been developed beyond a few lines, she might have even found herself with a Best Supporting Actress nomination. <br /><br />Pic is almost saved by Leonard Cohen-style growling theme song, decent production design and locations, and continual reference to literary works (which has earned the otherwise standard screenplay reviews such as ""poetic."") Also helpful are a few old pros in the cast like Sonny Shroyer, and perhaps most importantly, Soderbergh cameraman Elliot Davis -- whose fine work will no doubt be credited to the first-time director, who, ten or twenty years from now, may actually learn how to direct.<br /><br />But probably not.",negative
"I hadn't heard anything about this project until I saw that it was going to be on, so I watched it with a completely open mind. And, gee, the cast is full of strong players.<br /><br />Unfortunately . . . it's awful. I don't mean it isn't good; I mean it's extraordinarily bad -- sometimes laughably so, but mostly it's just boring. Its strongest appeal comes from having attractive people as naked as US network TV will allow, but it's all tease and no substance, and having nymphs as backup characters can't justify several hours of bad TV.<br /><br />There are two basic problems that the cast can't overcome. First, the script is *awful*. Yes, making changes to the Hercules myth (which is certainly not a single monolithic story in the first place) is traditional, but this version is relentlessly dull and much too frequently dumb (and sometimes downright head-shakingly peculiar), with terrible pacing, bits borrowed from here and there (and several parts seemingly belonging in different films), and truly awful dialogue. The dialogue is frequently unbearably bad, in fact, to the point where you feel embarrassed for the actors. Sean Astin, apparently now typecast as second-banana, seems especially burdened by one awful line after another. There's no consistency of tone or atmosphere and little cohesion to the plot.<br /><br />Second, most of the special effects are really bad. REALLY bad. There's occasionally a decent bit of CGI, but mostly, again, you feel really embarrassed on behalf of the cast. I have no idea what the budget for this project was, but it sure looks like crap compared to ""Clash of the Titans"" or even ""Hercules: The Legendary Journeys"" and doesn't even compare very favorably with the old Lou Ferrigno and Italian 'spaghetti' Hercules movies. Just painfully miserable.<br /><br />There are plenty of other problems -- the story is needlessly complex and can't keep up with itself, and Hercules himself isn't presented as a very interesting character. Almost everyone who doesn't have a European accent tries to fake one of some kind, which is not merely amateurish and dated but never really made sense in the first place: drama doesn't become better just because the actors use British accents, after all. But the terrible script and equally terrible effects sink the whole thing right off the bat.<br /><br />In fairness, ""Hercules"" was apparently intended as a four-hour miniseries but truncated (for this airing, anyway) to a three-hour TV movie. I don't know what they cut, but it's possible the edits made things worse. I don't think you could make ""Hercules"" good by adding to it, but that doesn't mean that the continuity, say, hasn't suffered from the network edits. There's no way I'll watch the USA version to see, though.",negative
"Very well done acting and directing. This is a cross between ""The Last Don"" and "" Godfather 2"".One large plus for this production is that it is claimed to be a true story of Joseph Bonanno. With a better music score to create mood, it could have been a rival for both Godfather movies.",positive
"I must give How She Move a near-perfect rating because the content is truly great. As a previous reviewer commented, I have no idea how this film has found itself in IMDBs bottom 100 list! That's absolutely ridiculous! Other films--particular those that share the dance theme--can't hold a candle to this one in terms of its combination of top-notch, believable acting, and amazing dance routines.<br /><br />From start to finish the underlying story (this is not just about winning a competition) is very easy to delve into, and surprisingly realistic. None of the main characters in this are 2-dimensional by any means and, by the end of the film, it's very easy to feel emotionally invested in them. (And, even if you're not the crying type, you might get a little weepy-eyed before the credits roll.) <br /><br />I definitely recommend this film to dance-lovers and, even more so, to those who can appreciate a poignant and well-acted storyline. How She Move isn't perfect of course (what film is?), but it's definitely a cut above movies that use pretty faces to hide a half-baked plot and/or characters who lack substance. The actors and settings in this film make for a very realistic ride that is equally enthralling thanks to the amazing talent of the dancers!",positive
"After watching Desperate Living, I was hooked on John Waters films. I heard about Pink Flamingos and had to watch it and boy was it worth it! Believe what you hear, it is trash! It is packed with everything filthy which is actually the main plot of this film. It contains the following: Incest, cannibalism, rape, chicken shagging,nudity (like you never seen before- beware of baby's birthday party entertainers),poo eating,arson, trailer trash, perversion, transexuality, egg fettish, cross dressing...... you get the picture. Above all, this is a definite must! Just beware of the birthday party entertainer and Divine wondering around the park!",positive
"I had a bad feeling when I saw the cheap title work. It only took a couple of scenes to confirm that this movie is a real stinker! The only enjoyment I got out of this was to laugh at the technical flaws (example - the background ""car sounds"" audio just disappears during the scene with Danny and Dog in Dog's car). Production shows a total lack of imagination (example - slow motion machine gun fire repeats many times). Sandra Bullock plays essentially a bit part, completely unnecessary to the plot. To say that this movie actually HAS a plot is doing more justice to the writing than it deserves. The antique computer hardware is kind of interesting. This film was released in 1982 (not 1987 as the IMDb database indicates) and then current ""high tech"" was an amber screen on a 4.8 MHz IBM PC with floppy drives. Maybe the PC was the real star of the movie... at least it was interesting.<br /><br />We got this on DVD for a couple of bucks in the bargain bin at WalMart. As the other reviewer notes, we paid too much!",negative
"I loved Heavenly Creatures and make it a point to catch it whenever it is on.<br /><br />So, imagine my delight when I discovered Love & Suicide while browsing NetFlix. Echoing Heavenly Creatures, an easy choice, to the top of my queue it went.<br /><br />I watched it last, made myself comfy, and waited. What I thought was some crappy preview of a stoned high school student's prank film project (I laughed out loud once or twice, thinking ""that just lowered the bar of straight to video"") turned out to be the movie. Horrible acting, amateur direction, weak dialog. I usually enjoy low budget films, there is something tangible and real about them because they cannot afford the superficial stuff to distract from the ""meat"" the acting, the direction, the plot, the story. I would liken it to a student who hasn't studied for an exam goes in knowing he is going to fail and just puts his head on the desk and sleeps.<br /><br />In someone else's hands the plot would have serious potential.<br /><br />Do not expect magic or even a cult classics like, say, Divine's Polyester, or Showgirls, at least there you learn to expect bad acting.<br /><br />Love & Suicide went from bad, to worse, to the WORST movie I have ever seen.",negative
"this is more than a Sat. afternoon special. Exremely well written if very low key there is a lot here if you look for it. Catch the cat companion/scout for instance. It not only could have been a comic book it should have been a comic book. The comic industry (as well as the film's publicists) missed the boat on this. One of the least know really great films. A great script by John Sayles is a strong point but the acting is good as well. Probably the best ""super hero"" film I've ever seen. Short on special effects but long on believability. This one's a keeper. I have never seen a DVD of this film but i used to own a VHS version. Good hunting",positive
"Underneath the dense green glop of computer graphics there gleamed the astounding art and skill of Ichikawa Somegoro. Alas: it got lost in all the goo. The scenes of Old Edo -- with the courtesan, drifting on the Sumida, rehearsing and acting in the Nakamura-za -- were all exciting and engaging, taking you back to an interesting and rich era. The action on the Kabuki stage, in which Somegoro excels and excites, was more enriching than any of the absurd high jinks that followed. The skill, the energy in the audience, the colors of the sets, were far more satisfying than all the nonsense that took over plot and performance. What a wasted opportunity! One of the best kabuki actors alive, and he gets lost in the dreck.",negative
"Aya! If you are looking for special effects that are 10-20 years before its time, this is it. The glowing lightning bolts, fireballs, etc. look like they came from a cheesy 70's sci-fi flick. And yes, Hercules really grows; he's not being pushed on a cart closer to the camera!",negative
"i chose to see the this film on the day it opened nationally in france, as a personal way for myself to reflect on what had happened a year previous; the collection works as intended: it provokes a whirlwind of thoughts and emotions, working as an intellectual hommage, never stooping to cheap sentimentality nor knee-jerk reactionism.<br /><br />there have been many allegations made that the film is anti-american: while i cannot speak for everyone in this regard, i am one american who found such statements to be completely untrue. people make much noise about the egyptian segment, by Chahine, because it voices perspectives of palestinian suicide bombers asserting that civilians in a democracy are ""fair targets"" for they elect the governments the bombers are seeking to attack, but this ignores much else in the piece: several perspectives are discussed, no one being held up as the truth, and critics--if they even saw the piece--seem to forget the fondness and warm dialogue that takes place between the director and the ghost of the american dialogue, and the director's intense sadness upon hearing of the tragedy.<br /><br />pretty much all of the films are beautiful, thoughtful & inspiring, in particular the brilliant work by Mahkmalbaf, Tanovic, Loach & Inarritu. Nair, good as usual, effectively tells a true story of an injustice committed against a muslim family in the wake of anti-islam hysteria that swept--and still sweeps--the states. i did find Gitai's piece a bit vulgarly loud and simple in it's critic of media hysteria in the face of terrorism, and Penn's piece was too impressionistic and elliptical for my tastes, though i had expected to like it. Borgnine is very good and brave in it. SPOILER WARNING: one reviewer below incorrectly read the falling of the towers as being a happy moment for the character; my read is rather that the falling of the towers is what, because light floods his room, keys him into the loss in his life that he refused to recognize. again this is a sort of impressionistic piece, for we know that if the towers were really blocking the light to this man's flat, then there would have been nothing but smoke and ash, not light, flooding through his window.",positive
"Lou Gossett, Jr. is great as 'Chappy Sinclair', a super U.S. Air Force pilot who comes to the rescue of a nice but undisciplined 'Doug Masters' (Jason Gedrick), the son of a captured pilot who is determined to borrow a couple of F-16 fighters to use in an attempt to save his Dad from a dictator (David Suchet) of an enemy overseas country.<br /><br />Better than 'Top Gun', this Air Force aviation film has excitement and lots of explosions - you know, all that cool stuff you'd want from a contemporary military adventure film.<br /><br />Cool music including Twisted Sister's Dee Snider belting out 'We're Not Gonna Take It' and King Cobra's excellent 'Never Say Die'.<br /><br />Aim High! Air Force!",positive
"I first saw this film by chance when I was visiting my uncle in Arizona about 3 and 1/2 years ago. The VHS print was a little faded looking, but I was very haunted by what I had watched. Did it all make sense? Well, honestly, no it didn't. However, this is a film that requires more than one viewing to understand all of its aspects. The beautifully tragic score haunted me and the bizarre images made quiet an impression.<br /><br />Well, when I found out that Anchor Bay had released this oddity on DVD, I picked it up immediately. I was very pleased by the transfer, though I felt the extras rather lacking. Though the film concerns the ""O"" and Sir Stephen characters, it really has nothing to do with Pauline Reage's original novel or the 1974 film The Story of O. However, the film does pay attention to artistic detail and symbolism of an almost mystic kind. ""O"" decides to prostitute herself for Sir Stephen in violent 1920s Hong Kong. Her mission is to prove her unending devotion and love for her master through giving her body to other men. Naturally, Sir Stephen enjoys watching her during her unpleasant sexual escapades and even finds himself a mistress. However, the tables are turned when ""O"" actually finds a kind of love with a young male admirer. Suddenly, Sir Stephen feels the threat...<br /><br />I feel that the deep meaning behind the film (including the tragic score and artistic direction) really make this film a classic. The viewer is introduced not only to the lives and pasts of ""O""'s fellow brothel mates, but the turmoil of 1920s Hong Kong is also explored. Like the political setting, the prostitutes all find themselves in need of belonging. No one is happy in the film, even if they believe that they are. (However, ""O"" does find a sense of happiness with her young admirer). One prostitute tearfully remembers how her father used to act like a dog when she was drunk, naturally leading to a fetish for having her customers act like a dog. Another older prostitute is obsessed with her past as an actress. She cannot let that vision go. She treats her clients as co-stars and even swears she hears a piano in the river. <br /><br />As for ""O"", she has a flashback about her father leaving her in a chalk circle. When he leaves, she feels a sense of abandonment. Of course, in that same flashback Kinski suddenly becomes her father. I was very, very disturbed by this image. I truly felt for ""O"" at this point in the film. She hardly ever smiles and this scene really explains why. Her fear of abandonment is so great that she sees Sir Stephen as her father and caters to his every obscene demand in hopes of proving her love. <br /><br />Another curious aspect of the film is the young child (that ages at the end) that sells fortune in a box. It is a very random character, but somehow it just adds to the sense of loss and emptiness in the film. At one point, the director even uses painted cardboard figures to represent people. Now, if that isn't symbolism for you! (Laugh) <br /><br />All in all, I really love this film. I feel that it is a very deep and somewhat moving experience. It has erotic scenes, but the scenes aren't really meant to arouse. Like the lives of the characters, the sex acts are empty. They are motions, but lack feeling and tenderness. (Once again, the only tender scene is between ""O"" and the young man). ""O"" believes she is in love and that lowering herself is an honor, however, she finds in the end that she has choices. She too can be her own person and pursue her own happiness, however, she also has the option to stay in that circle that her father drew. The director leaves a lot of unanswered questions, however, some things don't need answers. The viewer will make the judgment that works for them. <br /><br />I must say that I wish a special edition of this DVD would be released that had director commentary. I think it would be fascinating to hear his opinion of the film and its message years later. It is a shame that the soundtrack was never released. This film has a truly haunting and heart breaking score. There is something about the lingering vocals that send a chill up my spine. I can truly feel the sense of loneliness in the film by just listening to the music.",positive
"Early Hollywood at it's best!! A classic Kipling poem is transformed into an epic adventure featuring memorable performances by a stellar cast. I think the measure of a good film is how many times you can watch it and still genuinely enjoy it. I've seen it a dozen times and still cry at the end and, admit it, you do too!!",positive
"Haunted Boat sells itself as 'The Fog' meets 'Open Water'. In many ways this is accurate. There are scares and weird looking people to keep you interested.<br /><br />However the acting ability is poor at best. Showing clear signs that this is merely a bunch of friends making a horror film. Which in all credit they do to the best of their ability. When you accept the low budget makes it very difficult for special effects, with the ghosts looking pretty much like men with rubber masks on.<br /><br />Many aspects of the film are creepy and strange. But it suffers for using too many twists and turns in a short space of time which just leaves you bored and confused. In terms of keeping you awake the film does it very well. Ignoring the irrelevant twisting every 5 seconds near the end, you actually want to know what is going on. And are willing to wait the 1hr 35 minutes for the climax.<br /><br />This is no Ghost Ship but it'll definitely do for an evening in front of the T.V.",negative
"I've watched a lot of television in my 51 years, but I've never had so much fun week after week, as I had watching Oz. The acting by the entire cast was excellent. The writing was just perfect, with every character remaining consistent throughout the six year run. I also enjoyed the mayhem and the ultra-violence. It may sound odd, but it was at times, comical finding out how one of the characters would eventually end up dead. I particularly enjoyed the true romance and love between Beecher and Keller. Those two men really knew how to throw down, in every way possible. I truly hope that HBO will continue to show us re-runs of this great show FOREVER! I've watched every episode at least 4 times yet I still look forward to Tuesday and Thursday nights at 11 p.m. for an episode of this fun and very entertaining show.",positive
"This might be the poorest example of amateur propaganda ever made. The writers and producers should study the German films of the thirties and forties. They knew how to sell. Even soviet-style clunky leader as god-like father-figure were better done. Disappointing. The loss of faith, regained in church at last second just in time for daddy to be ""saved"" by the Hoover/God was not too bad. Unfortunately, it seemed rushed and not nearly melodramatic enough. A few misty heavenlier shots of the angelical Hoover up in the corner of the screen-beaming and nodding- would have added a lot. The best aspect is Hoover only saving the deserving family and children WHO had ""proven"" their worth. Unfortunately, other poor homeless were portrayed as likable and even good- yet the Hoover-God doesn't help them. A better approach would have been shots of them drinking spirits to show the justice of their condition. Finally, bright and cheerful scenes of recovery (after Hoover saved the country from the depression) should have rolled at the end. We could see then how Hoover-God had saved not just THIS deserving family, but all the truly deserving. Amateurist at best.",negative
